,date,ticker,sentiment
0,2020-01-10,AFLT,0.6
1,2020-01-15,AFLT,0.8
2,2020-01-15,AFLT,0.7
3,2020-01-17,AFLT,0.8
4,2020-01-17,AFLT,0.7
5,2020-01-20,AFLT,0.7
6,2020-01-24,AFLT,0.3
7,2020-01-27,AFLT,0.2
8,2020-01-27,AFLT,0.7
9,2020-01-27,AFLT,0.8
10,2020-01-27,AFLT,0.5
11,2020-01-28,AFLT,0.3
12,2020-01-28,AFLT,0.7
13,2020-01-28,AFLT,0.3
14,2020-01-28,AFLT,0.2
15,2020-01-30,AFLT,0.4
16,2020-01-30,AFLT,0.5
17,2020-01-30,AFLT,0.2
18,2020-01-31,AFLT,0.3
19,2020-02-03,AFLT,0.6
20,2020-02-03,AFLT,0.6
21,2020-02-04,AFLT,0.7
22,2020-02-05,AFLT,0.8
23,2020-02-05,AFLT,0.7
24,2020-02-05,AFLT,0.7
25,2020-02-06,AFLT,0.5
26,2020-02-06,AFLT,0.7
27,2020-02-06,AFLT,0.7
28,2020-02-10,AFLT,0.8
29,2020-02-10,AFLT,0.8
30,2020-02-11,AFLT,0.3
31,2020-02-18,AFLT,0.3
32,2020-02-19,AFLT,0.8
33,2020-02-21,AFLT,0.6
34,2020-02-24,AFLT,0.3
35,2020-02-26,AFLT,0.6
36,2020-02-26,AFLT,0.7
37,2020-02-26,AFLT,0.3
38,2020-02-27,AFLT,0.2
39,2020-02-27,AFLT,0.6
40,2020-02-27,AFLT,0.7
41,2020-02-27,AFLT,0.4
42,2020-02-27,AFLT,0.3
43,2020-02-28,AFLT,0.7
44,2020-03-02,AFLT,0.5
45,2020-03-03,AFLT,0.5
46,2020-03-03,AFLT,0.7
47,2020-03-03,AFLT,0.5
48,2020-03-03,AFLT,0.4
49,2020-03-04,AFLT,0.8
50,2020-03-04,AFLT,0.3
51,2020-03-04,AFLT,0.8
52,2020-03-05,AFLT,0.4
53,2020-03-05,AFLT,0.3
54,2020-03-05,AFLT,0.3
55,2020-03-06,AFLT,0.9
56,2020-03-06,AFLT,0.6
57,2020-03-10,AFLT,0.5
58,2020-03-10,AFLT,0.3
59,2020-03-11,AFLT,0.7
60,2020-03-11,AFLT,0.2
61,2020-03-12,AFLT,0.2
62,2020-03-12,AFLT,0.6
63,2020-03-12,AFLT,0.6
64,2020-03-12,AFLT,0.7
65,2020-03-16,AFLT,0.3
66,2020-03-17,AFLT,0.1
67,2020-03-17,AFLT,0.4
68,2020-03-17,AFLT,0.2
69,2020-03-18,AFLT,0.2
70,2020-03-19,AFLT,0.2
71,2020-03-20,AFLT,0.3
72,2020-03-20,AFLT,0.6
73,2020-03-23,AFLT,0.2
74,2020-03-23,AFLT,0.5
75,2020-03-23,AFLT,0.2
76,2020-03-23,AFLT,0.5
77,2020-03-24,AFLT,0.6
78,2020-03-25,AFLT,0.4
79,2020-03-26,AFLT,0.4
80,2020-03-27,AFLT,0.7
81,2020-03-27,AFLT,0.3
82,2020-03-30,AFLT,0.7
83,2020-04-04,AFLT,0.2
84,2020-04-06,AFLT,0.2
85,2020-04-07,AFLT,0.4
86,2020-04-08,AFLT,0.3
87,2020-04-08,AFLT,0.5
88,2020-04-08,AFLT,0.2
89,2020-04-09,AFLT,0.5
90,2020-04-10,AFLT,0.5
91,2020-04-13,AFLT,0.7
92,2020-04-16,AFLT,0.7
93,2020-04-17,AFLT,0.2
94,2020-04-20,AFLT,0.3
95,2020-04-22,AFLT,0.7
96,2020-04-22,AFLT,0.3
97,2020-04-23,AFLT,0.3
98,2020-04-24,AFLT,0.2
99,2020-04-24,AFLT,0.2
100,2020-04-27,AFLT,0.2
101,2020-04-30,AFLT,0.4
102,2020-04-30,AFLT,0.6
103,2020-05-04,AFLT,0.7
104,2020-05-06,AFLT,0.6
105,2020-05-08,AFLT,0.5
106,2020-05-12,AFLT,0.4
107,2020-05-12,AFLT,0.1
108,2020-05-13,AFLT,0.5
109,2020-05-15,AFLT,0.1
110,2020-05-15,AFLT,0.7
111,2020-05-19,AFLT,0.6
112,2020-05-19,AFLT,0.2
113,2020-05-19,AFLT,0.3
114,2020-05-20,AFLT,0.5
115,2020-05-20,AFLT,0.7
116,2020-05-22,AFLT,0.5
117,2020-05-25,AFLT,0.5
118,2020-05-25,AFLT,0.2
119,2020-05-25,AFLT,0.7
120,2020-05-27,AFLT,0.7
121,2020-05-27,AFLT,0.7
122,2020-05-27,AFLT,0.5
123,2020-05-28,AFLT,0.5
124,2020-06-01,AFLT,0.8
125,2020-06-01,AFLT,0.5
126,2020-06-02,AFLT,0.7
127,2020-06-02,AFLT,0.7
128,2020-06-02,AFLT,0.2
129,2020-06-02,AFLT,0.7
130,2020-06-03,AFLT,0.7
131,2020-06-03,AFLT,0.4
132,2020-06-03,AFLT,0.8
133,2020-06-05,AFLT,0.7
134,2020-06-08,AFLT,0.4
135,2020-06-10,AFLT,0.3
136,2020-06-11,AFLT,0.1
137,2020-06-15,AFLT,0.5
138,2020-06-16,AFLT,0.5
139,2020-06-17,AFLT,0.5
140,2020-06-18,AFLT,0.2
141,2020-06-18,AFLT,0.2
142,2020-06-18,AFLT,0.2
143,2020-06-18,AFLT,0.3
144,2020-06-18,AFLT,0.5
145,2020-06-19,AFLT,0.6
146,2020-06-22,AFLT,0.2
147,2020-06-23,AFLT,0.7
148,2020-06-23,AFLT,0.6
149,2020-06-23,AFLT,0.5
150,2020-06-23,AFLT,0.7
151,2020-06-23,AFLT,0.2
152,2020-06-26,AFLT,0.5
153,2020-06-29,AFLT,0.1
154,2020-06-29,AFLT,0.5
155,2020-06-30,AFLT,0.5
156,2020-06-30,AFLT,0.7
157,2020-06-30,AFLT,0.7
158,2020-06-30,AFLT,0.7
159,2020-07-01,AFLT,0.5
160,2020-07-02,AFLT,0.5
161,2020-07-02,AFLT,0.3
162,2020-07-02,AFLT,0.3
163,2020-07-03,AFLT,0.2
164,2020-07-03,AFLT,0.3
165,2020-07-03,AFLT,0.1
166,2020-07-03,AFLT,0.5
167,2020-07-03,AFLT,0.5
168,2020-07-03,AFLT,0.5
169,2020-07-03,AFLT,0.6
170,2020-07-06,AFLT,0.7
171,2020-07-06,AFLT,0.5
172,2020-07-06,AFLT,0.2
173,2020-07-06,AFLT,0.2
174,2020-07-07,AFLT,0.3
175,2020-07-07,AFLT,0.4
176,2020-07-08,AFLT,0.6
177,2020-07-09,AFLT,0.4
178,2020-07-10,AFLT,0.2
179,2020-07-13,AFLT,0.2
180,2020-07-14,AFLT,0.8
181,2020-07-14,AFLT,0.7
182,2020-07-14,AFLT,0.4
183,2020-07-14,AFLT,0.5
184,2020-07-14,AFLT,0.8
185,2020-07-15,AFLT,0.7
186,2020-07-15,AFLT,0.6
187,2020-07-15,AFLT,0.3
188,2020-07-15,AFLT,0.3
189,2020-07-15,AFLT,0.5
190,2020-07-16,AFLT,0.6
191,2020-07-17,AFLT,0.4
192,2020-07-20,AFLT,0.5
193,2020-07-21,AFLT,0.7
194,2020-07-22,AFLT,0.8
195,2020-07-22,AFLT,0.7
196,2020-07-22,AFLT,0.6
197,2020-07-23,AFLT,0.4
198,2020-07-24,AFLT,0.6
199,2020-07-24,AFLT,0.5
200,2020-07-27,AFLT,0.5
201,2020-07-27,AFLT,0.6
202,2020-07-28,AFLT,0.2
203,2020-07-28,AFLT,0.3
204,2020-07-28,AFLT,0.7
205,2020-07-28,AFLT,0.6
206,2020-07-28,AFLT,0.7
207,2020-07-29,AFLT,0.3
208,2020-07-29,AFLT,0.3
209,2020-07-29,AFLT,0.3
210,2020-07-29,AFLT,0.3
211,2020-07-29,AFLT,0.2
212,2020-07-29,AFLT,0.2
213,2020-07-30,AFLT,0.5
214,2020-07-30,AFLT,0.4
215,2020-07-31,AFLT,0.8
216,2020-08-03,AFLT,0.3
217,2020-08-04,AFLT,0.5
218,2020-08-05,AFLT,0.7
219,2020-08-05,AFLT,0.3
220,2020-08-06,AFLT,0.5
221,2020-08-06,AFLT,0.7
222,2020-08-06,AFLT,0.2
223,2020-08-07,AFLT,0.2
224,2020-08-07,AFLT,0.7
225,2020-08-07,AFLT,0.5
226,2020-08-07,AFLT,0.6
227,2020-08-07,AFLT,0.4
228,2020-08-07,AFLT,0.4
229,2020-08-10,AFLT,0.4
230,2020-08-11,AFLT,0.2
231,2020-08-11,AFLT,0.5
232,2020-08-11,AFLT,0.4
233,2020-08-12,AFLT,0.5
234,2020-08-13,AFLT,0.7
235,2020-08-14,AFLT,0.8
236,2020-08-18,AFLT,0.7
237,2020-08-18,AFLT,0.5
238,2020-08-21,AFLT,0.5
239,2020-08-25,AFLT,0.2
240,2020-08-26,AFLT,0.8
241,2020-08-26,AFLT,0.7
242,2020-08-26,AFLT,0.3
243,2020-08-26,AFLT,0.5
244,2020-08-26,AFLT,0.3
245,2020-08-27,AFLT,0.5
246,2020-08-27,AFLT,0.2
247,2020-08-28,AFLT,0.5
248,2020-08-31,AFLT,0.5
249,2020-08-31,AFLT,0.5
250,2020-08-31,AFLT,0.1
251,2020-08-31,AFLT,0.7
252,2020-08-31,AFLT,0.7
253,2020-08-31,AFLT,0.2
254,2020-09-01,AFLT,0.3
255,2020-09-01,AFLT,0.7
256,2020-09-02,AFLT,0.5
257,2020-09-03,AFLT,0.8
258,2020-09-04,AFLT,0.8
259,2020-09-08,AFLT,0.4
260,2020-09-10,AFLT,0.8
261,2020-09-10,AFLT,0.5
262,2020-09-11,AFLT,0.5
263,2020-09-14,AFLT,0.8
264,2020-09-14,AFLT,0.6
265,2020-09-14,AFLT,0.6
266,2020-09-14,AFLT,0.7
267,2020-09-14,AFLT,0.5
268,2020-09-14,AFLT,0.5
269,2020-09-15,AFLT,0.2
270,2020-09-15,AFLT,0.6
271,2020-09-15,AFLT,0.5
272,2020-09-15,AFLT,0.6
273,2020-09-15,AFLT,0.7
274,2020-09-16,AFLT,0.5
275,2020-09-16,AFLT,0.2
276,2020-09-17,AFLT,0.6
277,2020-09-18,AFLT,0.5
278,2020-09-21,AFLT,0.6
279,2020-09-21,AFLT,0.5
280,2020-09-21,AFLT,0.4
281,2020-09-21,AFLT,0.5
282,2020-09-21,AFLT,0.8
283,2020-09-22,AFLT,0.2
284,2020-09-22,AFLT,0.2
285,2020-09-22,AFLT,0.4
286,2020-09-22,AFLT,0.6
287,2020-09-22,AFLT,0.7
288,2020-09-23,AFLT,0.7
289,2020-09-23,AFLT,0.3
290,2020-09-23,AFLT,0.7
291,2020-09-23,AFLT,0.4
292,2020-09-28,AFLT,0.3
293,2020-09-28,AFLT,0.7
294,2020-10-02,AFLT,0.5
295,2020-10-02,AFLT,0.3
296,2020-10-05,AFLT,0.3
297,2020-10-07,AFLT,0.5
298,2020-10-08,AFLT,0.6
299,2020-10-08,AFLT,0.5
300,2020-10-08,AFLT,0.4
301,2020-10-08,AFLT,0.6
302,2020-10-09,AFLT,0.6
303,2020-10-09,AFLT,0.6
304,2020-10-09,AFLT,0.1
305,2020-10-09,AFLT,0.7
306,2020-10-09,AFLT,0.7
307,2020-10-09,AFLT,0.3
308,2020-10-09,AFLT,0.5
309,2020-10-12,AFLT,0.4
310,2020-10-12,AFLT,0.5
311,2020-10-13,AFLT,0.6
312,2020-10-13,AFLT,0.5
313,2020-10-14,AFLT,0.6
314,2020-10-15,AFLT,0.6
315,2020-10-16,AFLT,0.2
316,2020-10-16,AFLT,0.7
317,2020-10-16,AFLT,0.6
318,2020-10-16,AFLT,0.2
319,2020-10-17,AFLT,0.8
320,2020-10-19,AFLT,0.3
321,2020-10-19,AFLT,0.3
322,2020-10-19,AFLT,0.8
323,2020-10-19,AFLT,0.4
324,2020-10-20,AFLT,0.5
325,2020-10-20,AFLT,0.3
326,2020-10-20,AFLT,0.5
327,2020-10-20,AFLT,0.6
328,2020-10-21,AFLT,0.7
329,2020-10-21,AFLT,0.4
330,2020-10-22,AFLT,0.3
331,2020-10-23,AFLT,0.6
332,2020-10-26,AFLT,0.6
333,2020-10-27,AFLT,0.7
334,2020-10-27,AFLT,0.5
335,2020-10-27,AFLT,0.5
336,2020-10-28,AFLT,0.2
337,2020-10-29,AFLT,0.2
338,2020-10-29,AFLT,0.7
339,2020-10-29,AFLT,0.5
340,2020-10-30,AFLT,0.5
341,2020-10-30,AFLT,0.6
342,2020-10-30,AFLT,0.2
343,2020-11-02,AFLT,0.3
344,2020-11-02,AFLT,0.5
345,2020-11-03,AFLT,0.7
346,2020-11-03,AFLT,0.5
347,2020-11-05,AFLT,0.5
348,2020-11-05,AFLT,0.8
349,2020-11-05,AFLT,0.7
350,2020-11-09,AFLT,0.6
351,2020-11-09,AFLT,0.3
352,2020-11-09,AFLT,0.7
353,2020-11-09,AFLT,0.6
354,2020-11-09,AFLT,0.7
355,2020-11-10,AFLT,0.6
356,2020-11-10,AFLT,0.5
357,2020-11-11,AFLT,0.2
358,2020-11-11,AFLT,0.4
359,2020-11-13,AFLT,0.4
360,2020-11-13,AFLT,0.5
361,2020-11-16,AFLT,0.8
362,2020-11-16,AFLT,0.8
363,2020-11-17,AFLT,0.8
364,2020-11-17,AFLT,0.3
365,2020-11-17,AFLT,0.8
366,2020-11-17,AFLT,0.7
367,2020-11-18,AFLT,0.8
368,2020-11-19,AFLT,0.6
369,2020-11-19,AFLT,0.5
370,2020-11-19,AFLT,0.7
371,2020-11-19,AFLT,0.8
372,2020-11-19,AFLT,0.5
373,2020-11-20,AFLT,0.6
374,2020-11-23,AFLT,0.7
375,2020-11-23,AFLT,0.6
376,2020-11-24,AFLT,0.4
377,2020-11-24,AFLT,0.7
378,2020-11-24,AFLT,0.2
379,2020-11-25,AFLT,0.7
380,2020-11-25,AFLT,0.2
381,2020-11-25,AFLT,0.4
382,2020-11-30,AFLT,0.2
383,2020-11-30,AFLT,0.5
384,2020-12-01,AFLT,0.2
385,2020-12-01,AFLT,0.2
386,2020-12-01,AFLT,0.3
387,2020-12-01,AFLT,0.7
388,2020-12-01,AFLT,0.7
389,2020-12-01,AFLT,0.7
390,2020-12-01,AFLT,0.7
391,2020-12-02,AFLT,0.3
392,2020-12-02,AFLT,0.3
393,2020-12-02,AFLT,0.7
394,2020-12-07,AFLT,0.5
395,2020-12-09,AFLT,0.2
396,2020-12-11,AFLT,0.7
397,2020-12-14,AFLT,0.8
398,2020-12-14,AFLT,0.5
399,2020-12-15,AFLT,0.7
400,2020-12-16,AFLT,0.6
401,2020-12-16,AFLT,0.5
402,2020-12-17,AFLT,0.7
403,2020-12-17,AFLT,0.5
404,2020-12-17,AFLT,0.4
405,2020-12-21,AFLT,0.4
406,2020-12-23,AFLT,0.2
407,2020-12-24,AFLT,0.3
408,2020-12-24,AFLT,0.2
409,2020-12-24,AFLT,0.8
410,2020-12-24,AFLT,0.3
411,2020-12-24,AFLT,0.2
412,2020-12-28,AFLT,0.2
413,2020-12-29,AFLT,0.4
414,2020-12-30,AFLT,0.7
415,2021-01-04,AFLT,0.6
416,2021-01-13,AFLT,0.6
417,2021-01-13,AFLT,0.7
418,2021-01-15,AFLT,0.2
419,2021-01-18,AFLT,0.2
420,2021-01-19,AFLT,0.8
421,2021-01-25,AFLT,0.4
422,2021-01-26,AFLT,0.2
423,2021-01-27,AFLT,0.7
424,2021-01-27,AFLT,0.5
425,2021-01-27,AFLT,0.2
426,2021-01-29,AFLT,0.2
427,2021-02-03,AFLT,0.8
428,2021-02-03,AFLT,0.5
429,2021-02-04,AFLT,0.5
430,2021-02-04,AFLT,0.1
431,2021-02-05,AFLT,0.3
432,2021-02-09,AFLT,0.7
433,2021-02-11,AFLT,0.2
434,2021-02-12,AFLT,0.8
435,2021-02-16,AFLT,0.3
436,2021-02-20,AFLT,0.6
437,2021-02-24,AFLT,0.2
438,2021-02-25,AFLT,0.5
439,2021-02-25,AFLT,0.2
440,2021-02-26,AFLT,0.7
441,2021-03-01,AFLT,0.4
442,2021-03-03,AFLT,0.7
443,2021-03-03,AFLT,0.5
444,2021-03-05,AFLT,0.5
445,2021-03-05,AFLT,0.6
446,2021-03-05,AFLT,0.7
447,2021-03-05,AFLT,0.3
448,2021-03-09,AFLT,0.2
449,2021-03-10,AFLT,0.7
450,2021-03-10,AFLT,0.2
451,2021-03-10,AFLT,0.2
452,2021-03-11,AFLT,0.5
453,2021-03-11,AFLT,0.3
454,2021-03-11,AFLT,0.6
455,2021-03-11,AFLT,0.5
456,2021-03-11,AFLT,0.6
457,2021-03-11,AFLT,0.4
458,2021-03-11,AFLT,0.5
459,2021-03-11,AFLT,0.6
460,2021-03-12,AFLT,0.5
461,2021-03-12,AFLT,0.3
462,2021-03-15,AFLT,0.2
463,2021-03-16,AFLT,0.4
464,2021-03-17,AFLT,0.3
465,2021-03-17,AFLT,0.7
466,2021-03-17,AFLT,0.2
467,2021-03-19,AFLT,0.5
468,2021-03-19,AFLT,0.3
469,2021-03-22,AFLT,0.2
470,2021-03-22,AFLT,0.3
471,2021-03-22,AFLT,0.5
472,2021-03-23,AFLT,0.3
473,2021-03-23,AFLT,0.6
474,2021-03-23,AFLT,0.4
475,2021-03-23,AFLT,0.2
476,2021-03-24,AFLT,0.2
477,2021-03-24,AFLT,0.6
478,2021-03-24,AFLT,0.3
479,2021-03-24,AFLT,0.6
480,2021-03-24,AFLT,0.3
481,2021-03-24,AFLT,0.3
482,2021-03-24,AFLT,0.7
483,2021-03-25,AFLT,0.7
484,2021-03-25,AFLT,0.2
485,2021-03-25,AFLT,0.6
486,2021-03-28,AFLT,0.3
487,2021-03-29,AFLT,0.5
488,2021-04-02,AFLT,0.5
489,2021-04-02,AFLT,0.7
490,2021-04-05,AFLT,0.7
491,2021-04-06,AFLT,0.7
492,2021-04-07,AFLT,0.5
493,2021-04-07,AFLT,0.7
494,2021-04-08,AFLT,0.4
495,2021-04-09,AFLT,0.7
496,2021-04-09,AFLT,0.2
497,2021-04-09,AFLT,0.7
498,2021-04-09,AFLT,0.7
499,2021-04-09,AFLT,0.5
500,2021-04-12,AFLT,0.3
501,2021-04-12,AFLT,0.7
502,2021-04-12,AFLT,0.7
503,2021-04-13,AFLT,0.5
504,2021-04-13,AFLT,0.4
505,2021-04-13,AFLT,0.7
506,2021-04-14,AFLT,0.6
507,2021-04-15,AFLT,0.5
508,2021-04-19,AFLT,0.4
509,2021-04-22,AFLT,0.3
510,2021-04-29,AFLT,0.6
511,2021-04-29,AFLT,0.2
512,2021-04-30,AFLT,0.2
513,2021-04-30,AFLT,0.3
514,2021-05-07,AFLT,0.5
515,2021-05-11,AFLT,0.7
516,2021-05-12,AFLT,0.8
517,2021-05-12,AFLT,0.7
518,2021-05-13,AFLT,0.5
519,2021-05-13,AFLT,0.8
520,2021-05-13,AFLT,0.8
521,2021-05-13,AFLT,0.7
522,2021-05-14,AFLT,0.7
523,2021-05-17,AFLT,0.9
524,2021-05-17,AFLT,0.7
525,2021-05-17,AFLT,0.7
526,2021-05-18,AFLT,0.7
527,2021-05-18,AFLT,0.4
528,2021-05-20,AFLT,0.6
529,2021-05-20,AFLT,0.5
530,2021-05-21,AFLT,0.5
531,2021-05-24,AFLT,0.5
532,2021-05-24,AFLT,0.5
533,2021-05-25,AFLT,0.7
534,2021-05-25,AFLT,0.7
535,2021-05-25,AFLT,0.4
536,2021-05-26,AFLT,0.6
537,2021-05-26,AFLT,0.6
538,2021-05-26,AFLT,0.5
539,2021-05-27,AFLT,0.5
540,2021-05-27,AFLT,0.8
541,2021-05-27,AFLT,0.7
542,2021-05-27,AFLT,0.7
543,2021-05-27,AFLT,0.7
544,2021-05-28,AFLT,0.7
545,2021-05-28,AFLT,0.5
546,2021-05-31,AFLT,0.2
547,2021-05-31,AFLT,0.5
548,2021-05-31,AFLT,0.7
549,2021-05-31,AFLT,0.5
550,2021-05-31,AFLT,0.2
551,2021-05-31,AFLT,0.5
552,2021-06-01,AFLT,0.3
553,2021-06-01,AFLT,0.5
554,2021-06-01,AFLT,0.7
555,2021-06-01,AFLT,0.3
556,2021-06-01,AFLT,0.6
557,2021-06-01,AFLT,0.7
558,2021-06-01,AFLT,0.7
559,2021-06-01,AFLT,0.8
560,2021-06-02,AFLT,0.4
561,2021-06-02,AFLT,0.7
562,2021-06-02,AFLT,0.5
563,2021-06-03,AFLT,0.5
564,2021-06-03,AFLT,0.7
565,2021-06-03,AFLT,0.6
566,2021-06-04,AFLT,0.6
567,2021-06-04,AFLT,0.5
568,2021-06-07,AFLT,0.3
569,2021-06-07,AFLT,0.7
570,2021-06-08,AFLT,0.5
571,2021-06-09,AFLT,0.8
572,2021-06-09,AFLT,0.7
573,2021-06-10,AFLT,0.8
574,2021-06-10,AFLT,0.7
575,2021-06-10,AFLT,0.3
576,2021-06-10,AFLT,0.6
577,2021-06-10,AFLT,0.2
578,2021-06-10,AFLT,0.6
579,2021-06-10,AFLT,0.5
580,2021-06-10,AFLT,0.7
581,2021-06-10,AFLT,0.7
582,2021-06-11,AFLT,0.6
583,2021-06-11,AFLT,0.6
584,2021-06-16,AFLT,0.7
585,2021-06-16,AFLT,0.6
586,2021-06-17,AFLT,0.6
587,2021-06-18,AFLT,0.7
588,2021-06-22,AFLT,0.8
589,2021-06-22,AFLT,0.8
590,2021-06-23,AFLT,0.7
591,2021-06-24,AFLT,0.3
592,2021-06-24,AFLT,0.2
593,2021-06-24,AFLT,0.7
594,2021-06-24,AFLT,0.3
595,2021-06-25,AFLT,0.3
596,2021-06-25,AFLT,0.9
597,2021-06-25,AFLT,0.7
598,2021-06-25,AFLT,0.4
599,2021-06-25,AFLT,0.8
600,2021-06-25,AFLT,0.5
601,2021-06-28,AFLT,0.5
602,2021-06-28,AFLT,0.8
603,2021-06-28,AFLT,0.6
604,2021-06-28,AFLT,0.2
605,2021-06-28,AFLT,0.3
606,2021-06-29,AFLT,0.2
607,2021-06-29,AFLT,0.2
608,2021-06-30,AFLT,0.3
609,2021-06-30,AFLT,0.7
610,2021-06-30,AFLT,0.6
611,2021-06-30,AFLT,0.4
612,2021-07-02,AFLT,0.8
613,2021-07-05,AFLT,0.3
614,2021-07-07,AFLT,0.7
615,2021-07-08,AFLT,0.3
616,2021-07-09,AFLT,0.3
617,2021-07-09,AFLT,0.4
618,2021-07-12,AFLT,0.4
